city,country,lon,lat
Meix-Devant-Virton,Bélgica,5.483333,49.6
Melle,Bélgica,3.8,51
Menen,Bélgica,3.116667,50.8
Merbes-Le-Chateau,Bélgica,4.15,50.316667
Merchtem,Bélgica,4.233333,50.966667
Merelbeke,Bélgica,3.75,51
Merksplas,Bélgica,4.866667,51.366667
Mesen,Bélgica,2.9,50.766667
Messancy,Bélgica,5.816667,49.6
Mettet,Bélgica,4.666667,50.316667
Meulebeke,Bélgica,3.283333,50.95
Middelkerke,Bélgica,2.816667,51.183333
Modave,Bélgica,5.3,50.45
Moerbeke,Bélgica,3.933333,51.166667
Mol,Bélgica,5.1,51.183333
Momignies,Bélgica,4.166667,50.033333
Mons,Bélgica,3.933333,50.45
Mont-Saint-Guibert,Bélgica,4.616667,50.633333
Moorslede,Bélgica,3.066667,50.883333
Morlanwelz,Bélgica,4.233333,50.45
Mortsel,Bélgica,4.466667,51.166667
Mouscron,Bélgica,3.216667,50.733333
Musson,Bélgica,5.7,49.566667
Namur,Bélgica,4.866667,50.466667
Nandrin,Bélgica,5.416667,50.5
Nassogne,Bélgica,5.35,50.133333
Nazareth,Bélgica,3.6,50.966667
Neerpelt,Bélgica,5.416667,51.216667
Neufchateau,Bélgica,5.433333,49.833333
Nevele,Bélgica,3.55,51.033333
Niel,Bélgica,4.333333,51.116667
Nieuwerkerken,Bélgica,5.183333,50.866667
Nieuwpoort,Bélgica,2.75,51.133333
Nijlen,Bélgica,4.65,51.166667
Ninove,Bélgica,4.016667,50.833333
Nivelles,Bélgica,4.333333,50.6
Ohey,Bélgica,5.133333,50.433333
Olen,Bélgica,4.85,51.15
Olne,Bélgica,5.75,50.583333
Onhaye,Bélgica,4.833333,50.25
Oosterzele,Bélgica,3.8,50.95
Oostkamp,Bélgica,3.233333,51.15
Oostrozebeke,Bélgica,3.333333,50.916667
Opglabbeek,Bélgica,5.583333,51.05
Opwijk,Bélgica,4.183333,50.966667
Oreye,Bélgica,5.366667,50.733333
Ostend,Bélgica,2.916667,51.216667
Oudenaarde,Bélgica,3.6,50.85
Oudenburg,Bélgica,3,51.183333
Oud-Heverlee,Bélgica,4.666667,50.833333
Oud-Turnhout,Bélgica,4.983333,51.316667
Ouffet,Bélgica,5.466667,50.433333
Oupeye,Bélgica,5.65,50.7
Overijse,Bélgica,4.533333,50.766667
Overpelt,Bélgica,5.416667,51.216667
Paliseul,Bélgica,5.133333,49.9
Pecq,Bélgica,3.333333,50.683333
Peer,Bélgica,5.466667,51.133333
Pepingen,Bélgica,4.15,50.75
Pepinster,Bélgica,5.816667,50.566667
Peruwelz,Bélgica,3.583333,50.516667
Perwez,Bélgica,4.816667,50.616667
Philippeville,Bélgica,4.533333,50.2
Pittem,Bélgica,3.266667,51
Plombieres,Bélgica,5.95,50.733333
Pont-A-Celles,Bélgica,4.35,50.5
Poperinge,Bélgica,2.716667,50.85
Profondeville,Bélgica,4.866667,50.383333
Putte,Bélgica,4.633333,51.066667
Puurs,Bélgica,4.283333,51.083333
Quaregnon,Bélgica,3.85,50.433333
Quievrain,Bélgica,3.683333,50.4
Raeren,Bélgica,6.116667,50.683333
Ranst,Bélgica,4.55,51.2
Ravels,Bélgica,5,51.366667
Remicourt,Bélgica,5.333333,50.683333
Rendeux,Bélgica,5.5,50.233333
Retie,Bélgica,5.066667,51.266667
Riemst,Bélgica,5.6,50.8
Rijkevorsel,Bélgica,4.766667,51.35
Rixensart,Bélgica,4.533333,50.716667
Rochefort,Bélgica,5.216667,50.166667
Roeselare,Bélgica,3.133333,50.95
Ronse,Bélgica,3.6,50.75
Rotselaar,Bélgica,4.716667,50.95
Rouvroy,Bélgica,5.5,49.533333
Ruiselede,Bélgica,3.4,51.05
Rumes,Bélgica,3.3,50.55
Rumst,Bélgica,4.416667,51.083333
Sainte-Ode,Bélgica,5.533333,50.083333
Saint-Ghislain,Bélgica,3.816667,50.45
Saint-Hubert,Bélgica,5.383333,50.016667
Saint-Leger,Bélgica,5.65,49.616667
Saint-Nicolas,Bélgica,5.533333,50.633333
Schelle,Bélgica,4.333333,51.133333
Schilde,Bélgica,4.566667,51.233333
Schoten,Bélgica,4.5,51.25
Seneffe,Bélgica,4.25,50.516667
Seraing,Bélgica,5.483333,50.6
Silly,Bélgica,3.916667,50.65
Sint-Amands,Bélgica,4.2,51.05
Sint-Genesius-Rode,Bélgica,4.35,50.75
Sint-Gillis-Waas,Bélgica,4.133333,51.216667
Sint-Katelijne-Waver,Bélgica,4.533333,51.066667
Sint-Laureins,Bélgica,3.516667,51.25
Sint-Lievens-Houtem,Bélgica,3.85,50.916667
Sint-Martens-Latem,Bélgica,3.633333,51.016667
Sint-Niklaas,Bélgica,4.133333,51.166667
Sint-Pieters-Leeuw,Bélgica,4.233333,50.783333
Sint-Truiden,Bélgica,5.2,50.8
Soignies,Bélgica,4.066667,50.583333
Sombreffe,Bélgica,4.6,50.516667
Somme-Leuze,Bélgica,5.366667,50.333333
Soumagne,Bélgica,5.75,50.616667
Spa,Bélgica,5.866667,50.5
Sprimont,Bélgica,5.666667,50.5
Stabroek,Bélgica,4.366667,51.333333
Staden,Bélgica,3.016667,50.983333
Stavelot,Bélgica,5.933333,50.383333
Steenokkerzeel,Bélgica,4.516667,50.916667
Stekene,Bélgica,4.033333,51.2
Stoumont,Bélgica,5.8,50.416667
Tellin,Bélgica,5.216667,50.083333
Temse,Bélgica,4.216667,51.133333
Tenneville,Bélgica,5.533333,50.1
Ternat,Bélgica,4.183333,50.866667
Tervuren,Bélgica,4.516667,50.816667
Tessenderlo,Bélgica,5.083333,51.066667
Theux,Bélgica,5.816667,50.533333
Thuin,Bélgica,4.283333,50.333333
Tielt,Bélgica,3.316667,51
Tienen,Bélgica,4.95,50.8
Tinlot,Bélgica,5.366667,50.483333
Tintigny,Bélgica,5.516667,49.683333
Tongeren,Bélgica,5.466667,50.783333
Torhout,Bélgica,3.1,51.066667
Tournai,Bélgica,3.383333,50.6
Tremelo,Bélgica,4.7,50.983333
Trooz,Bélgica,5.683333,50.566667
Tubize,Bélgica,4.2,50.683333
Turnhout,Bélgica,4.95,51.316667
Vaux-Sur-Sure,Bélgica,5.583333,49.916667
Verlaine,Bélgica,5.316667,50.6
Verviers,Bélgica,5.866667,50.583333
Veurne,Bélgica,2.666667,51.066667
Vielsalm,Bélgica,5.918611,50.284722
Villers-La-Ville,Bélgica,4.533333,50.583333
Villers-Le-Bouillet,Bélgica,5.266667,50.583333
Vilvoorde,Bélgica,4.433333,50.933333
Virton,Bélgica,5.533333,49.566667
Vise,Bélgica,5.7,50.733333
Vorselaar,Bélgica,4.766667,51.2
Vosselaar,Bélgica,4.883333,51.316667
Waarschoot,Bélgica,3.6,51.15
Waasmunster,Bélgica,4.083333,51.1
Wachtebeke,Bélgica,3.866667,51.166667
Waimes,Bélgica,6.116667,50.416667
Walcourt,Bélgica,4.416667,50.25
Walhain,Bélgica,4.7,50.616667
Wanze,Bélgica,5.216667,50.533333
Waregem,Bélgica,3.416667,50.883333
Waremme,Bélgica,5.25,50.683333
Wasseiges,Bélgica,5,50.616667
Waterloo,Bélgica,4.383333,50.716667
Wavre,Bélgica,4.616667,50.716667
Welkenraedt,Bélgica,5.966667,50.65
Wellen,Bélgica,5.316667,50.85
Wellin,Bélgica,5.116667,50.083333
Wemmel,Bélgica,4.3,50.916667
Wervik,Bélgica,3.033333,50.783333
Westerlo,Bélgica,4.916667,51.083333
Wetteren,Bélgica,3.883333,51
Wevelgem,Bélgica,3.166667,50.8
Wezembeek-Oppem,Bélgica,4.483333,50.85
Wichelen,Bélgica,3.983333,51
Wielsbeke,Bélgica,3.366667,50.9
Wijnegem,Bélgica,4.533333,51.233333
Willebroek,Bélgica,4.366667,51.066667
Wingene,Bélgica,3.266667,51.066667
Wommelgem,Bélgica,4.516667,51.2
Wuustwezel,Bélgica,4.6,51.383333
Yvoir,Bélgica,4.883333,50.333333
Zandhoven,Bélgica,4.65,51.216667
Zaventem,Bélgica,4.466667,50.883333
Zedelgem,Bélgica,3.133333,51.15
Zele,Bélgica,4.033333,51.066667
Zelzate,Bélgica,3.816667,51.2
Zemst,Bélgica,4.466667,50.983333
Zingem,Bélgica,3.65,50.9
Zoersel,Bélgica,4.7,51.266667
Zomergem,Bélgica,3.55,51.116667
Zonhoven,Bélgica,5.35,50.983333
Zonnebeke,Bélgica,2.983333,50.866667
Zottegem,Bélgica,3.8,50.866667
Zoutleeuw,Bélgica,5.1,50.833333
Zuienkerke,Bélgica,3.166667,51.266667
Zulte,Bélgica,3.433333,50.916667
Zutendaal,Bélgica,5.566667,50.933333
Zwevegem,Bélgica,3.333333,50.8
Zwijndrecht,Bélgica,4.333333,51.216667
Banfora,Burkina Faso,-4.7666667,10.6333333
Batie,Burkina Faso,-2.9166667,9.8833333
Bobo Dioulasso,Burkina Faso,-4.3,11.2
Bogande,Burkina Faso,-0.1436111,12.9713889
Boromo,Burkina Faso,-2.9333333,11.75
Boulsa,Burkina Faso,-0.5758333,12.6675
Bousse,Burkina Faso,-3.3833333,13.1
Dano,Burkina Faso,-3.0666667,11.15
Dedougou,Burkina Faso,-3.4666667,12.4666667
Diapaga,Burkina Faso,1.7888889,12.0708333
Diebougou,Burkina Faso,-3.25,10.9666667
Djibo,Burkina Faso,-1.6305556,14.1022222
Dori,Burkina Faso,-0.0333333,14.0333333
Gaoua,Burkina Faso,-3.2508333,10.2991667
Garango,Burkina Faso,-0.5505556,11.8
Gayeri,Burkina Faso,0.4930556,12.6497222
Gorom-Gorom,Burkina Faso,-0.2361111,14.4438889
Gouloure,Burkina Faso,-1.9288889,12.2305556
Gourcy,Burkina Faso,-2.35,13.2166667
Hounde,Burkina Faso,-3.5166667,11.5
Kaya,Burkina Faso,-1.0844444,13.0916667
Kokologo,Burkina Faso,-1.8855556,12.1897222
Kombissiri,Burkina Faso,-1.3375,12.0655556
Kongoussi,Burkina Faso,-1.5347222,13.3258333
Koudougou,Burkina Faso,-2.3666667,12.25
Koupela,Burkina Faso,-0.3516667,12.1794444
Leo,Burkina Faso,-2.1,11.1
Manga,Burkina Faso,-1.0730556,11.6636111
Nouna,Burkina Faso,-3.8666667,12.7333333
Orodara,Burkina Faso,-4.9341667,10.9491667
Ouagadougou,Burkina Faso,-1.5247222,12.3702778
Ouahigouya,Burkina Faso,-2.4166667,13.5833333
Ouargaye,Burkina Faso,0.0572222,11.5033333
Pitmoaga,Burkina Faso,-1.8766667,12.2397222
Po,Burkina Faso,-1.145,11.1697222
Reo,Burkina Faso,-2.4666667,12.3166667
Sapouy,Burkina Faso,-1.7736111,11.5544444
Sindou,Burkina Faso,-5.1666667,10.6666667
Solenzo,Burkina Faso,-4.0833333,12.1833333
Tenkodogo,Burkina Faso,-0.3697222,11.78
Toma,Burkina Faso,-4.4166667,12.65
Tougan,Burkina Faso,-3.0666667,13.0666667
Yako,Burkina Faso,-2.2666667,12.9666667
Ziniare,Burkina Faso,-1.2983333,12.5822222
Zorgo,Burkina Faso,-0.6158333,12.2488889
Ahtopol,Bulgaria,27.95,42.1
Ajtos,Bulgaria,27.25,42.7
Alfatar,Bulgaria,27.2833333,43.95
Antonovo,Bulgaria,26.1666667,43.15
Ardino,Bulgaria,25.1333333,41.5833333
Asenovgrad,Bulgaria,24.8666667,42.0166667
Balgarovo,Bulgaria,27.3,42.6166667
Bankja,Bulgaria,23.1333333,42.7
Bansko,Bulgaria,23.5,41.8394444
Batak,Bulgaria,24.2166667,41.95
Batanovci,Bulgaria,22.9505556,42.5997222
Belene,Bulgaria,25.1166667,43.65
Belica,Bulgaria,23.5725,41.9569444
Belogradcik,Bulgaria,22.6836111,43.6272222
Beloslav,Bulgaria,27.7,43.1833333
Belovo,Bulgaria,24.0166667,42.2166667
Berkovica,Bulgaria,23.1258333,43.2361111
Bjala,Bulgaria,25.7333333,43.45
Bjala,Bulgaria,27.8833333,42.8833333
Blagoevgrad,Bulgaria,23.1,42.0166667
Bobosevo,Bulgaria,23.0163889,42.1597222
Bobovdol,Bulgaria,23.0172222,42.3697222
Boljarovo,Bulgaria,26.8166667,42.15
Borovo,Bulgaria,25.8,43.5
Botevgrad,Bulgaria,23.7833333,42.9
Bracigovo,Bulgaria,24.3666667,42.0166667
Bregovo,Bulgaria,22.6425,44.1516667
Breznik,Bulgaria,22.8980556,42.7413889
Brezovo,Bulgaria,25.0833333,42.35
Buhovo,Bulgaria,23.5666667,42.7666667
Burgas,Bulgaria,27.4666667,42.5
Carevo,Bulgaria,27.85,42.1666667
Cepelare,Bulgaria,24.6833333,41.7333333
Cirpan,Bulgaria,25.3333333,42.2
Dalgopol,Bulgaria,27.35,43.05
Debelec,Bulgaria,25.6166667,43.0333333
Devin,Bulgaria,24.4,41.7333333
Dimitrovgrad,Bulgaria,25.6,42.05
Dimovo,Bulgaria,22.7269444,43.7416667
Dobric,Bulgaria,27.8333333,43.5666667
Dolna Banja,Bulgaria,23.7666667,42.3
Dolna Mitropolija,Bulgaria,24.5333333,43.4666667
Dolni Dabnik,Bulgaria,24.4333333,43.4
Dospat,Bulgaria,24.1666667,41.65
Dragoman,Bulgaria,22.9316667,42.9188889
Drjanovo,Bulgaria,25.4922222,42.9827778
Dulovo,Bulgaria,27.15,43.8166667
Dupnica,Bulgaria,23.1166667,42.2666667
Dve Mogili,Bulgaria,25.8666667,43.6
Elena,Bulgaria,25.8833333,42.9333333
Elhovo,Bulgaria,26.5666667,42.1666667
Elin Pelin,Bulgaria,23.6,42.6666667
Etropole,Bulgaria,24.0,42.8333333
Gabrovo,Bulgaria,25.3341667,42.8747222
Galabovo,Bulgaria,25.85,42.1333333
Godec,Bulgaria,23.0441667,43.015
Gramada,Bulgaria,22.6586111,43.8344444
Guljanci,Bulgaria,24.7,43.6333333
Gurkovo,Bulgaria,25.7333333,42.6666667
Gurkovo,Bulgaria,25.8,42.6666667
Harmanli,Bulgaria,25.9,41.9333333
Haskovo,Bulgaria,25.5694444,41.9402778
Ihtiman,Bulgaria,23.8166667,42.4333333
Iskar,Bulgaria,27.4833333,43.3833333
Isperih,Bulgaria,26.8333333,43.7166667
Ivajlovgrad,Bulgaria,26.1333333,41.5333333
Jablanica,Bulgaria,24.1127778,43.0313889
Jakoruda,Bulgaria,23.6841667,42.0252778
Jambol,Bulgaria,26.5,42.4833333
Kalofer,Bulgaria,24.9833333,42.6166667
Kameno,Bulgaria,27.3,42.5666667
Kaolinovo,Bulgaria,27.1166667,43.6166667
Karlovo,Bulgaria,24.8,42.6333333
Karnobat,Bulgaria,26.9833333,42.65
Kaspican,Bulgaria,27.1833333,43.3
Kavarna,Bulgaria,28.3333333,43.4333333
Kazanlak,Bulgaria,25.4,42.6166667
Kermen,Bulgaria,26.25,42.5
Kilifarevo,Bulgaria,25.6333333,42.9833333
Kjustendil,Bulgaria,22.6911111,42.2838889
Klisura,Bulgaria,24.45,42.7
Kneza,Bulgaria,24.0833333,43.5
Kocerinovo,Bulgaria,23.0666667,42.0833333
Kojnare,Bulgaria,24.1333333,43.35
Koprivstica,Bulgaria,24.35,42.6333333
Kostenec,Bulgaria,23.8166667,42.2666667
Kostinbrod,Bulgaria,23.2166667,42.8166667
Kotel,Bulgaria,26.45,42.8833333
Kozloduj,Bulgaria,23.7333333,43.7833333
Kresna,Bulgaria,23.15,41.7333333
Kresna,Bulgaria,23.1833333,41.8
Kricim,Bulgaria,24.4666667,42.05
Krivodol,Bulgaria,23.4844444,43.3744444
Krumovgrad,Bulgaria,25.65,41.4666667
Kubrat,Bulgaria,26.5,43.8
Kula,Bulgaria,22.5213889,43.8877778
Laki,Bulgaria,24.8166667,41.85
Letnica,Bulgaria,25.0733333,43.3116667
Levski,Bulgaria,25.1333333,43.3666667
Ljaskovec,Bulgaria,25.7283333,43.1111111
Ljubimec,Bulgaria,26.0833333,41.8333333
Lom,Bulgaria,23.2361111,43.8138889
Lovec,Bulgaria,24.7166667,43.1333333
Loznica,Bulgaria,27.9166667,43.9666667
Lukovit,Bulgaria,24.1666667,43.2
Madan,Bulgaria,24.95,41.5
Magliz,Bulgaria,25.55,42.6
Malko Tarnovo,Bulgaria,27.5333333,41.9833333
Melnik,Bulgaria,23.4,41.5166667
Mericleri,Bulgaria,25.5,42.1333333
Mezdra,Bulgaria,23.7,43.15
Momcilgrad,Bulgaria,25.4166667,41.5333333
Montana,Bulgaria,23.225,43.4125
Nedelino,Bulgaria,25.0833333,41.45
Nesebar,Bulgaria,27.7333333,42.65
Nikolaevo,Bulgaria,25.9833333,43.3166667
Nikopol,Bulgaria,24.9,43.7
Nova Zagora,Bulgaria,26.0166667,42.4833333
Novi Iskar,Bulgaria,23.35,42.8
Novi Pazar,Bulgaria,27.2,43.35
Obzor,Bulgaria,27.8833333,42.8166667
Omurtag,Bulgaria,26.4166667,43.1
Opaka,Bulgaria,26.1666667,43.45
Orjahovo,Bulgaria,23.9666667,43.7333333
Panagjuriste,Bulgaria,24.1833333,42.5
Pavlikeni,Bulgaria,25.3219444,43.2427778
Pazardzik,Bulgaria,24.3333333,42.2
Pernik,Bulgaria,23.0333333,42.6
Perustica,Bulgaria,24.55,42.05
Pestera,Bulgaria,24.3,42.0333333
Petric,Bulgaria,23.2166667,41.4
Pirdop,Bulgaria,24.1833333,42.7
Plackovci,Bulgaria,25.4666667,42.8166667
Pleven,Bulgaria,24.6166667,43.4166667
Pliska,Bulgaria,27.1166667,43.3666667
Plovdiv,Bulgaria,24.75,42.15
Pomorie,Bulgaria,27.65,42.55
Popovo,Bulgaria,26.2333333,43.35
Pordim,Bulgaria,24.85,43.3833333
Pravec,Bulgaria,23.9166667,42.8833333
Primorsko,Bulgaria,27.7666667,42.2666667
Provadija,Bulgaria,27.4333333,43.1833333
Radnevo,Bulgaria,25.9333333,42.3
Radomir,Bulgaria,22.9577778,42.5444444
Rakitovo,Bulgaria,24.0833333,41.9833333
Rakovski,Bulgaria,24.9666667,42.3
Razgrad,Bulgaria,26.5166667,43.5333333
Razlog,Bulgaria,23.4791667,41.8902778
Rila,Bulgaria,23.1333333,42.1333333
Roman,Bulgaria,23.9166667,43.15
Rudozem,Bulgaria,24.85,41.4833333
Ruse,Bulgaria,25.9708333,43.8563889
Sabla,Bulgaria,28.5333333,43.5333333
Sadovo,Bulgaria,24.9333333,42.1333333
Saedinenie,Bulgaria,24.55,42.2666667
Samokov,Bulgaria,23.55,42.3333333
Sandanski,Bulgaria,23.2833333,41.5666667
Senovo,Bulgaria,26.3666667,43.65
Septemvri,Bulgaria,24.1,42.2166667
Sevlievo,Bulgaria,25.1136111,43.0258333
Silistra,Bulgaria,27.2666667,44.1166667
Simeonovgrad,Bulgaria,25.8333333,42.0333333
Simitli,Bulgaria,23.1166667,41.8833333
Sipka,Bulgaria,25.3333333,42.7166667
Slavjanovo,Bulgaria,24.8666667,43.4666667
Sliven,Bulgaria,26.3291667,42.6858333
Smoljan,Bulgaria,24.6919444,41.5852778
Sofia,Bulgaria,23.3166667,42.6833333
Sopot,Bulgaria,24.4166667,43.0166667
Sozopol,Bulgaria,27.7,42.4166667
Sredec,Bulgaria,27.1941667,42.3488889
Stara Zagora,Bulgaria,25.6419444,42.4327778
Straldza,Bulgaria,26.6833333,42.6
Strazica,Bulgaria,25.9666667,43.2333333
Strelca,Bulgaria,24.3166667,42.5
Suhindol,Bulgaria,25.1811111,43.1916667
Sumen,Bulgaria,26.9291667,43.2766667
Sungurlare,Bulgaria,26.7833333,42.7666667
Suvorovo,Bulgaria,27.6,43.3333333
Svilengrad,Bulgaria,26.2,41.7666667
Svistov,Bulgaria,25.3538889,43.6230556
Svoge,Bulgaria,23.35,42.9666667
Tervel,Bulgaria,27.4,43.75
Teteven,Bulgaria,24.2666667,42.9166667
Topolovgrad,Bulgaria,26.3333333,42.0833333
Tran,Bulgaria,22.6516667,42.8352778
Trastenik,Bulgaria,24.4666667,43.5166667
Trjavna,Bulgaria,25.5,42.8666667
Trojan,Bulgaria,24.7166667,42.8833333
Tutrakan,Bulgaria,26.6166667,44.05
Tvardica,Bulgaria,25.9,42.7
Ugarcin,Bulgaria,24.4166667,43.1
Varna,Bulgaria,27.9166667,43.2166667
Veliki Preslav,Bulgaria,26.8166667,43.1666667
Velingrad,Bulgaria,24.0,42.0166667
Vetovo,Bulgaria,26.2666667,43.7
Vidin,Bulgaria,22.8725,43.99
Vraca,Bulgaria,23.5625,43.21
Zavet,Bulgaria,26.6666667,43.7666667
Zemen,Bulgaria,22.7491667,42.4788889
Zlatarica,Bulgaria,25.9,43.05
Zlatica,Bulgaria,24.1333333,42.7166667
Zlatograd,Bulgaria,25.1,41.3833333
Manama,Bahréin,50.5830556,26.2361111
Sitrah,Bahréin,50.6205556,26.1547222
Bubanza,Burundi,29.3944444,-3.0833333
Bujumbura,Burundi,29.36,-3.3761111
Bururi,Burundi,29.6166667,-3.9511111
Cankuzo,Burundi,30.5527778,-3.2194444
Cibitoke,Burundi,29.1236111,-2.8861111
Gitega,Burundi,29.9333333,-3.425
Karuzi,Burundi,30.1647222,-3.1013889
Kayanza,Burundi,29.6222222,-2.9222222
Kirundo,Burundi,30.0972222,-2.5847222
Makamba,Burundi,29.805,-4.1347222
Muramvya,Burundi,29.6166667,-3.2680556
Muyinga,Burundi,30.3361111,-2.8494444
Mwaro,Burundi,29.7027778,-3.5263889
Ngozi,Burundi,29.8277778,-2.9083333
Rumonge,Burundi,29.4388889,-3.9722222
Rutana,Burundi,29.9936111,-3.9191667
Ruyigi,Burundi,30.2486111,-3.4763889
Abomey,Benin,1.9833333,7.1833333
Abomey-Calavi,Benin,2.35,6.45
Allada,Benin,2.15,6.65
Aplahoue,Benin,1.6833333,6.9333333
Athieme,Benin,1.6666667,6.5833333
Banikoara,Benin,2.4333333,11.3
Bassila,Benin,1.6666667,9.0166667
Bembereke,Benin,2.6652778,10.2288889
Beterou,Benin,2.2666667,9.2
Bohicon,Benin,2.0666667,7.2
Come,Benin,1.8833333,6.4
Cotonou,Benin,2.4333333,6.35
Cove,Benin,2.3,7.2333333
Djougou,Benin,1.6669444,9.705
Dogbo,Benin,1.7833333,6.8166667
Kandi,Benin,2.9386111,11.1341667
Ketou,Benin,2.6,7.3666667
Lokossa,Benin,1.7166667,6.6333333
Malanville,Benin,3.3858333,11.8613889
Natitingou,Benin,1.375,10.3066667
Nikki,Benin,3.2044444,9.9338889
Ouidah,Benin,2.0833333,6.3666667
Parakou,Benin,2.6166667,9.35
Pobe,Benin,2.6833333,6.9666667
Sakete,Benin,2.6666667,6.7166667
Savalou,Benin,1.9666667,7.9333333
Save,Benin,2.4833333,8.0333333
Tchaourou,Benin,2.6,8.8833333
Hamilton,Bermudas,-64.7838889,32.2941667
Saint George,Bermudas,-64.6780556,32.3816667
Abapo,Bolivia,-63.4666667,-18.8333333
Achacachi,Bolivia,-68.6833333,-16.05
Aiquile,Bolivia,-65.1666667,-18.1666667
Arani,Bolivia,-65.7666667,-17.5666667
Ascension,Bolivia,-63.0833333,-15.7
Atocha,Bolivia,-66.2333333,-20.9333333
Bermejo,Bolivia,-64.3666667,-22.65
Betanzos,Bolivia,-65.4533333,-19.5505556
Boyuibe,Bolivia,-63.2833333,-20.4166667
Buena Vista,Bolivia,-63.6666667,-17.45
Camargo,Bolivia,-65.2166667,-20.65
Camiri,Bolivia,-63.5166667,-20.05
Capinota,Bolivia,-66.2333333,-17.7166667
Caracollo,Bolivia,-67.1666667,-17.65
Caranavi,Bolivia,-67.55,-15.8166667
Challapata,Bolivia,-66.7666667,-18.9
Charagua,Bolivia,-63.2166667,-19.8
Chimore,Bolivia,-65.1333333,-16.9833333
Chulumani,Bolivia,-67.5166667,-16.4
Cliza,Bolivia,-65.9333333,-17.6
Cobija,Bolivia,-68.7333333,-11.0333333
Cochabamba,Bolivia,-66.15,-17.3833333
Colomi,Bolivia,-65.8666667,-17.35
Colquechaca,Bolivia,-66.0166667,-18.6666667
Colquiri,Bolivia,-67.1333333,-17.4166667
Comarapa,Bolivia,-64.4833333,-17.9
Concepcion,Bolivia,-60.9,-16.4333333
Copacabana,Bolivia,-69.0833333,-16.15
Coripata,Bolivia,-67.6,-16.3
Coroico,Bolivia,-67.7333333,-16.1833333
Cotoca,Bolivia,-62.9833333,-17.75
El Carmen,Bolivia,-63.2166667,-17.85
El Torno,Bolivia,-63.3833333,-17.9833333
Entre Rios,Bolivia,-64.2,-21.5333333
Eucaliptus,Bolivia,-67.5166667,-17.5833333
Guanay,Bolivia,-67.8833333,-15.4833333
Guayaramerin,Bolivia,-65.3833333,-10.8
Huanuni,Bolivia,-66.85,-18.2666667
Irpa Irpa,Bolivia,-66.2666667,-17.7166667
Jorochito,Bolivia,-63.4333333,-18.05
La Belgica,Bolivia,-63.2166667,-17.55
La Guardia,Bolivia,-63.3333333,-17.9
Lahuachaca,Bolivia,-67.6666667,-17.3666667
La Paz,Bolivia,-68.15,-16.5
Limoncito,Bolivia,-63.4,-18.0166667
Llallagua,Bolivia,-66.6333333,-18.4166667
Los Negros,Bolivia,-63.4333333,-17.7333333
Machacamarca,Bolivia,-67.0333333,-18.1666667
Mairana,Bolivia,-63.9333333,-18.1166667
Mapiri,Bolivia,-68.1666667,-15.25
Mineros,Bolivia,-63.2333333,-17.1166667
Mizque,Bolivia,-65.3166667,-17.9333333
Monteagudo,Bolivia,-63.9833333,-19.8166667
Montero,Bolivia,-63.25,-17.3333333
Oruro,Bolivia,-67.15,-17.9833333
Padilla,Bolivia,-64.3,-19.3
Pailon,Bolivia,-62.75,-17.65
Patacamaya,Bolivia,-67.9166667,-17.2333333
Poopo,Bolivia,-66.9666667,-18.3666667
Portachuelo,Bolivia,-63.4,-17.35
Potosi,Bolivia,-65.7530556,-19.5836111
Puerto Pailas,Bolivia,-62.8,-17.65
Puerto Quijarro,Bolivia,-57.7666667,-17.7833333
Puerto Suarez,Bolivia,-57.8,-18.95
Punata,Bolivia,-65.8333333,-17.55
Quime,Bolivia,-67.2166667,-16.9833333
Reyes,Bolivia,-67.3833333,-14.3166667
Riberalta,Bolivia,-66.1,-10.9833333
Robore,Bolivia,-59.75,-18.3333333
Rurrenabaque,Bolivia,-67.5666667,-14.4666667
Samaipata,Bolivia,-63.8666667,-18.15
San Borja,Bolivia,-66.85,-14.8166667
San Carlos,Bolivia,-63.75,-17.4
San Ignacio,Bolivia,-60.95,-16.3666667
San Javier,Bolivia,-62.6333333,-16.3333333
San Joaquin,Bolivia,-59.55,-18.45
San Jose,Bolivia,-60.75,-17.85
San Julian,Bolivia,-62.8666667,-17.7833333
San Lorenzo,Bolivia,-64.7833333,-21.4333333
San Matias,Bolivia,-58.4,-16.3666667
San Miguel,Bolivia,-61.0166667,-16.7
San Pedro,Bolivia,-59.8166667,-18.2833333
San Rafael,Bolivia,-60.5666667,-16.75
San Ramon,Bolivia,-64.7166667,-13.2833333
San Ramon,Bolivia,-63.15,-14.4833333
Santa Barbara,Bolivia,-66.05,-20.9166667
Santa Rita,Bolivia,-63.35,-17.9666667
Santa Rosa,Bolivia,-66.8833333,-14.1666667
Santa Rosa,Bolivia,-61.8,-16.7833333
Sipe Sipe,Bolivia,-66.3833333,-17.45
Sorata,Bolivia,-68.6333333,-15.7666667
Sucre,Bolivia,-65.2591667,-19.0430556
Tarabuco,Bolivia,-64.9166667,-19.1666667
Tarata,Bolivia,-66.0166667,-17.6166667
Tarija,Bolivia,-64.75,-21.5166667
Tipuani,Bolivia,-68.0,-15.55
Totoral,Bolivia,-66.8666667,-18.5166667
Trinidad,Bolivia,-64.9,-14.8333333
Tupiza,Bolivia,-65.7166667,-21.45
Uncia,Bolivia,-66.6166667,-18.45
Urubicha,Bolivia,-62.95,-15.3833333
Uyuni,Bolivia,-66.8333333,-20.4666667
Villamontes,Bolivia,-63.5,-21.25
Villazon,Bolivia,-65.6,-22.1
