city,country,lon,lat
Andorra La Vella,Andorra,1.5166667,42.5
Canillo,Andorra,1.6,42.5666667
Encamp,Andorra,1.5833333,42.5333333
La Massana,Andorra,1.5166667,42.55
Les Escaldes,Andorra,1.5333333,42.5
Ordino,Andorra,1.5333333,42.55
Sant Julia De Loria,Andorra,1.5,42.4666667
Abu Dhabi,Emiratos Árabes Unidos,54.366667,24.466667
Dubai,Emiratos Árabes Unidos,55.304717,25.258172
Sharjah,Emiratos Árabes Unidos,55.403304,25.35731
Acin,Afganistán,70.668152,34.082481
Anar Darreh,Afganistán,61.653969,32.758698
Andarab,Afganistán,69.260195,35.633484
Asadabad,Afganistán,71.14697,34.873113
Asmar,Afganistán,71.358087,35.033328
Aybak,Afganistán,68.015512,36.26468
Azrow,Afganistán,69.645728,34.173553
Baglan,Afganistán,68.708286,36.130684
Bagrami,Afganistán,69.274274,34.493761
Baraki Barak,Afganistán,68.948611,33.9675
Cah Ab,Afganistán,69.814644,37.397734
Carikar,Afganistán,69.174011,35.016585
Ciras,Afganistán,65.982341,35.416737
Dawlatabad,Afganistán,64.920713,36.432589
Dawlatabad,Afganistán,66.82066,36.98782
Deh Rawud,Afganistán,65.459659,32.624131
Eskasem,Afganistán,71.570658,36.706932
Farah,Afganistán,62.116383,32.374508
Gardan Diwal,Afganistán,68.260739,34.508977
Gardez,Afganistán,69.225922,33.597439
Gazni,Afganistán,68.4225,33.550833
Geresk,Afganistán,64.570048,31.820894
Herat,Afganistán,62.199673,34.348167
Jalalabad,Afganistán,70.45153,34.426468
Jurm,Afganistán,70.834207,36.864768
Kabul,Afganistán,69.183333,34.516667
Kholm,Afganistán,67.698255,36.697362
Khowst,Afganistán,69.92041,33.339512
Kuhestan,Afganistán,61.197778,34.653889
Kusk,Afganistán,61.952206,33.29565
Lar Gerd,Afganistán,66.664088,35.489361
Mehtar Lam,Afganistán,70.209444,34.671389
Mirabad,Afganistán,61.838304,30.436244
Nahrin,Afganistán,69.13343,36.064904
Nuristan,Afganistán,70.4,34.95
Orgun,Afganistán,69.152798,32.901111
Pagman,Afganistán,68.953333,34.5875
Panjab,Afganistán,67.023273,34.387949
Qandahar,Afganistán,65.710126,31.613323
Qarchi Gak,Afganistán,66.788912,37.039988
Qarqin,Afganistán,66.074375,37.404464
Qunduz,Afganistán,68.857001,36.728955
Rostaq,Afganistán,69.83045,37.126035
Rudbar,Afganistán,62.6,30.15
Sahrak,Afganistán,64.305199,34.107375
Sangin,Afganistán,64.835903,32.072752
Sar-E Pul,Afganistán,65.932487,36.215443
Sharan,Afganistán,68.791667,33.146667
Shibarghan,Afganistán,65.752904,36.667567
Sindand,Afganistán,62.1474,33.302944
Tagab,Afganistán,69.64917,34.855007
Taloqan,Afganistán,69.533559,36.734133
Taywarah,Afganistán,64.421156,33.521176
Tir Pol,Afganistán,61.268951,34.594307
Tokzar,Afganistán,66.42132,35.948308
Uruzgan,Afganistán,66.632534,32.927751
Zaranj,Afganistán,61.883333,30.966667
All Saints,Antigua y Barbuda,-61.8,17.05
Carlisle,Antigua y Barbuda,-61.8,17.1333333
Codrington,Antigua y Barbuda,-61.8333333,17.6333333
Freetown,Antigua y Barbuda,-61.7,17.05
Liberta,Antigua y Barbuda,-61.7833333,17.0333333
Old Road,Antigua y Barbuda,-61.8333333,17.0166667
Parham,Antigua y Barbuda,-61.7666667,17.0833333
Swetes,Antigua y Barbuda,-61.8,17.05
The Valley,Anguila,-63.05,18.2166667
Bajram Curri,Albania,20.0730556,42.3572222
Ballsh,Albania,19.7347222,40.5988889
Berat,Albania,19.9522222,40.7058333
Bilisht,Albania,20.99,40.6275
Bulqize,Albania,20.2219444,41.4916667
Burrel,Albania,20.0088889,41.6102778
Cerrik,Albania,19.9758333,41.0316667
Corovode,Albania,20.2272222,40.5041667
Delvine,Albania,20.0977778,39.9511111
Durres,Albania,19.4413889,41.3230556
Elbasan,Albania,20.0822222,41.1125
Erseke,Albania,20.6788889,40.3377778
Fier,Albania,19.5561111,40.7238889
Fierze,Albania,20.0269444,42.2647222
Fierze,Albania,20.0169444,42.2605556
Fushe-Arrez,Albania,20.0166667,42.0622222
Fushe-Kruje,Albania,19.7177778,41.4783333
Gjirokaster,Albania,20.1388889,40.0758333
Gramsh,Albania,20.1844444,40.8697222
Himare,Albania,19.7447222,40.1016667
Kamze,Albania,19.7602778,41.3816667
Kavaje,Albania,19.5569444,41.1855556
Kelcyre,Albania,20.1894444,40.3130556
Kerrabe,Albania,19.9713889,41.2155556
Klos,Albania,20.1080556,41.4844444
Konispol,Albania,20.1813889,39.6588889
Koplik,Albania,19.4363889,42.2136111
Korce,Albania,20.7808333,40.6186111
Kraste,Albania,20.205,41.4225
Kruje,Albania,19.7927778,41.5091667
Kucove,Albania,19.9166667,40.8002778
Kukes,Albania,20.4219444,42.0769444
Kurbnesh,Albania,20.0836111,41.7797222
Lac,Albania,19.7130556,41.6355556
Leskovik,Albania,20.5972222,40.1513889
Lezhe,Albania,19.6436111,41.7836111
Libohove,Albania,20.2630556,40.0311111
Librazhd,Albania,20.315,41.1794444
Lushnje,Albania,19.705,40.9419444
Maliq,Albania,20.6997222,40.7058333
Mamurras,Albania,19.6922222,41.5775
Memaliaj,Albania,19.9791667,40.3458333
Milot,Albania,19.7244444,41.6802778
Orikum,Albania,19.4713889,40.3252778
Patos,Albania,19.6194444,40.6833333
Peqin,Albania,19.7511111,41.0461111
Permet,Albania,20.3516667,40.2336111
Perrenjas,Albania,20.5488889,41.0730556
Peshkopi,Albania,20.4288889,41.685
Pogradec,Albania,20.6525,40.9025
Polican,Albania,20.0980556,40.6122222
Puke,Albania,19.8997222,42.0444444
Roskovec,Albania,19.7022222,40.7375
Rreshen,Albania,19.8755556,41.7675
Rrogozhine,Albania,19.6652778,41.0763889
Rubik,Albania,19.7861111,41.7744444
Sarande,Albania,20.0052778,39.8755556
Selenice,Albania,19.6358333,40.5305556
Shengjin,Albania,19.5938889,41.8136111
Shijak,Albania,19.5672222,41.3455556
Shkoder,Albania,19.5130556,42.0675
Tepelene,Albania,20.0191667,40.2958333
Tirana,Albania,19.8188889,41.3275
Ulze,Albania,19.8933333,41.6827778
Vlore,Albania,19.4897222,40.4666667
Vore,Albania,19.655,41.3908333
Abovyan,Armenia,44.5475,40.0488889
Abovyan,Armenia,44.6244444,40.2691667
Agarakadzor,Armenia,45.3455556,39.7363889
Agarak,Armenia,44.2847222,40.3077778
Agarak,Armenia,44.4675,41.0105556
Agarak,Armenia,46.5472222,39.2038889
Aghavnadzor,Armenia,44.6913889,40.5841667
Aghavnadzor,Armenia,45.2280556,39.7836111
Aghavnatun,Armenia,44.2513889,40.2336111
Akhuryan,Armenia,43.8963889,40.7813889
Aknalich,Armenia,44.1483333,40.1430556
Aknashen,Armenia,44.2861111,40.0958333
Alaverdi,Armenia,44.6519444,41.1305556
Amasia,Armenia,43.7813889,40.9466667
Amberd,Armenia,44.2727778,40.2416667
Anushavan,Armenia,43.9822222,40.6419444
Apaga,Armenia,44.2511111,40.0961111
Aparan,Armenia,44.3536111,40.5961111
Aragats,Armenia,43.6580556,40.3330556
Aragats,Armenia,44.2327778,40.2183333
Aragyukh,Armenia,44.5436111,40.4025
Aramus,Armenia,44.6630556,40.2511111
Arapi,Armenia,43.8005556,40.7797222
Ararat,Armenia,44.7144444,39.8094444
Arazap,Armenia,44.1458333,40.0427778
Archis,Armenia,44.8725,41.1641667
Areni,Armenia,45.1838889,39.7208333
Arevabuyr,Armenia,44.4688889,40.0361111
Arevashat,Armenia,44.3708333,40.1416667
Arevashogh,Armenia,44.2727778,40.8613889
Arevik,Armenia,44.0969444,40.1005556
Arevik,Armenia,43.8927778,40.7361111
Arevshat,Armenia,44.5416667,40.0391667
Arevshat,Armenia,44.0444444,40.6486111
Argavand,Armenia,44.44,40.1580556
Argavand,Armenia,44.0952778,40.0608333
Argel,Armenia,44.5994444,40.3794444
Armash,Armenia,44.8083333,39.7666667
Armavir,Armenia,44.0483333,40.0897222
Arshaluys,Armenia,44.2141667,40.1688889
Artashat,Armenia,44.5505556,39.9538889
Arteni,Armenia,43.7541667,40.2983333
Artimet,Armenia,44.2663889,40.1513889
Artsvaberd,Armenia,45.4711111,40.8336111
Artsvanist,Armenia,45.5022222,40.1544444
Arzakan,Armenia,44.6063889,40.4494444
Arzni,Armenia,44.5958333,40.2963889
Ashnak,Armenia,43.9166667,40.3275
Ashtarak,Armenia,44.3591667,40.3016667
Astghadzor,Armenia,45.3566667,40.1238889
Avshar,Armenia,44.6836111,39.8405556
Aygavan,Armenia,44.6702778,39.8647222
Aygedzor,Armenia,46.4152778,39.4627778
Aygehovit,Armenia,45.2519444,40.9744444
Aygek,Armenia,44.3833333,40.1886111
Aygepat,Armenia,44.6,39.95
Aygeshat,Armenia,44.2866667,40.2355556
Aygeshat,Armenia,44.0666667,40.0666667
Aygestan,Armenia,44.5575,40.0030556
Aygezard,Armenia,44.6088889,39.9458333
Aygut,Armenia,45.1730556,40.6841667
Ayrum,Armenia,44.8925,41.195
Ayrum,Armenia,44.8191667,41.1716667
Azatamut,Armenia,45.1980556,40.9758333
Azatan,Armenia,43.8205556,40.7238889
Azatavan,Armenia,44.5,39.9833333
Azatavan,Armenia,44.0666667,40.1333333
Baghramyan,Armenia,43.8494444,40.1908333
Bagratashen,Armenia,44.8211111,41.2458333
Balahovit,Armenia,44.6038889,40.2536111
Bambakashat,Armenia,44.0122222,40.1144444
Bardzrashen,Armenia,44.5786111,40.0852778
Bazum,Armenia,44.4455556,40.8680556
Berdavan,Armenia,45.0033333,41.2027778
Berd,Armenia,45.3916667,40.8808333
Brnakot,Armenia,45.9730556,39.4969444
Brun,Armenia,46.3030556,39.5338889
Buzhakan,Armenia,44.5205556,40.4552778
Byurakan,Armenia,44.2736111,40.3413889
Byuravan,Armenia,44.5186111,40.0161111
Byureghavan,Armenia,44.5936111,40.3147222
Chambarak,Armenia,45.3475,40.5952778
Chochkan,Armenia,44.8313889,41.1861111
Dalar,Armenia,44.5363889,39.9669444
Dalarik,Armenia,43.8602778,40.2183333
Darakert,Armenia,44.4138889,40.1058333
Darpas,Armenia,44.4233333,40.8380556
Dashtavan,Armenia,44.3905556,40.1016667
Ddmashen,Armenia,44.8122222,40.5719444
Dilijan,Armenia,44.8630556,40.7408333
Dimitrov,Armenia,44.4880556,40.0080556
Doghs,Armenia,44.2716667,40.2227778
Drakhtik,Armenia,45.2319444,40.5688889
Dsegh,Armenia,44.6516667,40.9633333
Dvin,Armenia,44.5852778,40.02
Dzitankov,Armenia,43.8133333,40.5155556
Dzoraghbyur,Armenia,44.6430556,40.205
Dzoragyukh,Armenia,45.175,40.1752778
Fantan,Armenia,44.685,40.3941667
Fioletovo,Armenia,44.7138889,40.7247222
Gagarin,Armenia,44.8577778,40.5369444
Gandzak,Armenia,45.1113889,40.3147222
Garni,Armenia,44.7230556,40.1194444
Gavar,Armenia,45.1266667,40.3588889
Gay,Armenia,44.3055556,40.0838889
Geghamasar,Armenia,45.68,40.3116667
Geghamavan,Armenia,44.8827778,40.5619444
Geghanist,Armenia,44.4344444,40.1497222
Getahovit,Armenia,45.1313889,40.8958333
Getashen,Armenia,43.9447222,40.0433333
Getazat,Armenia,44.5638889,40.0380556
Ghukasavan,Armenia,44.4177778,40.1261111
Gladzor,Armenia,45.3477778,39.7783333
Gogaran,Armenia,44.1991667,40.8955556
Goris,Armenia,46.3386111,39.5077778
Gosh,Armenia,45.0033333,40.7225
Griboyedov,Armenia,44.2716667,40.1130556
Gyulagarak,Armenia,44.4713889,40.9697222
Gyumri,Armenia,43.8475,40.7894444
Haghartsin,Armenia,44.9625,40.7780556
Hayanist,Armenia,44.3775,40.1197222
Haykashen,Armenia,44.3069444,40.0727778
Haykavan,Armenia,43.77,40.7558333
Hnaberd,Armenia,44.1444444,40.6427778
Hoktember,Armenia,44.0138889,40.1361111
Horom,Armenia,43.8822222,40.6541667
Hovtashat,Armenia,44.3427778,40.1019444
Hovtashen,Armenia,44.45,40.0244444
Hrazdan,Armenia,44.7547222,40.5016667
Ijevan,Armenia,45.1491667,40.8755556
Janfida,Armenia,44.0208333,40.0455556
Jermuk,Armenia,45.6722222,39.8416667
Jrahovit,Armenia,44.4736111,40.0452778
Jrashen,Armenia,44.1972222,40.7875
Jrashen,Armenia,44.5133333,40.0547222
Kamaris,Armenia,44.6938889,40.2358333
Kamo,Armenia,43.9483333,40.8280556
Kanakeravan,Armenia,44.5366667,40.2472222
Kapan,Armenia,46.415,39.2011111
Kaputan,Armenia,44.6938889,40.3244444
Karbi,Armenia,44.3777778,40.3338889
Karchaghbyur,Armenia,45.5722222,40.1638889
Kasakh,Armenia,44.4166667,40.5333333
Khashtarak,Armenia,45.1797222,40.9386111
Khndzoresk,Armenia,46.4336111,39.5122222
Kosh,Armenia,44.16,40.3072222
Lanjaghbyur,Armenia,45.1444444,40.2730556
Lchashen,Armenia,44.9308333,40.5202778
Lenughi,Armenia,43.9652778,40.1238889
Lernakert,Armenia,43.9361111,40.5669444
Lernanist,Armenia,44.7980556,40.4675
Lernantsk,Armenia,44.2783333,40.7955556
Lernapat,Armenia,44.3972222,40.82
Lernavan,Armenia,44.1844444,40.7883333
Lorut,Armenia,44.7725,40.9388889
Lukashin,Armenia,44.0186111,40.1758333
Madina,Armenia,45.2511111,40.0802778
Maisyan,Armenia,43.8294444,40.8530556
Malishka,Armenia,45.3875,39.7369444
Maralik,Armenia,43.8669444,40.5722222
Margahovit,Armenia,44.6875,40.7380556
Margara,Armenia,44.1738889,40.0336111
Marmarashen,Armenia,44.4711111,40.0575
Marmashen,Armenia,43.7719444,40.8375
Martuni,Armenia,45.3063889,40.1447222
Masis,Armenia,44.4858333,40.0138889
Mayakovski,Armenia,44.6383333,40.2522222
Meghradzor,Armenia,44.6522222,40.6147222
Meghrashen,Armenia,43.9486111,40.6758333
Meghri,Armenia,46.2383333,38.9022222
Merdzavan,Armenia,44.3991667,40.1816667
Metsamor,Armenia,44.2891667,40.0713889
Metsavan,Armenia,44.2288889,41.2016667
Mets Masrik,Armenia,45.7694444,40.2186111
Mets Parni,Armenia,44.1091667,40.8372222
Mosesgegh,Armenia,45.4913889,40.9063889
Mrganush,Armenia,44.5586111,40.0286111
Mrgashat,Armenia,44.0705556,40.1297222
Mrgashen,Armenia,44.5422222,40.285
Mrgavan,Armenia,44.5333333,39.9661111
Mrgavet,Armenia,44.4827778,40.0283333
Musaler,Armenia,44.3777778,40.1544444
Musayelyan,Armenia,43.9908333,40.7652778
Myasnikyan,Armenia,43.9063889,40.1775
Nalbandyan,Armenia,43.9855556,40.0677778
Navur,Armenia,45.3175,40.8613889
Nizami,Armenia,44.4041667,40.0913889
Norakert,Armenia,44.3466667,40.1922222
Noramarg,Armenia,44.4244444,40.0236111
Nor Armavir,Armenia,43.99,40.0866667
Norashen,Armenia,44.5947222,40.0041667
Norashen,Armenia,44.3272222,41.1880556
Noratus,Armenia,45.1783333,40.3822222
Nor Geghi,Armenia,44.5797222,40.3211111
Nor Gyukh,Armenia,44.6563889,40.2666667
Nor Yerznka,Armenia,44.4047222,40.3133333
Noyakert,Armenia,44.6669444,39.8166667
Noyemberyan,Armenia,44.9936111,41.1725
Nshavan,Armenia,44.5252778,40.0263889
Odzun,Armenia,44.6113889,41.0538889
Oshakan,Armenia,44.2691667,40.2705556
Paravakar,Armenia,45.3991667,40.9805556
Pemzashen,Armenia,43.94,40.5933333
Pokr Mantash,Armenia,44.05,40.65
Proshyan,Armenia,44.415,40.2480556
Pshatavan,Armenia,44.0675,40.0405556
Ptghni,Armenia,44.585,40.2566667
Ranchpar,Armenia,44.3702778,40.0252778
Rind,Armenia,45.18,39.7597222
Samaghar,Armenia,44.2422222,40.1852778
Saramech,Armenia,44.2191667,40.7725
Saratak,Armenia,43.8663889,40.67
Sarigyukh,Armenia,45.1458333,41.0563889
Sarukhan,Armenia,45.1341667,40.2891667
Sasunik,Armenia,44.3380556,40.2472222
Sevan,Armenia,44.9536111,40.555
Shaghat,Armenia,45.9122222,39.5616667
Shahumyan,Armenia,44.5783333,39.9308333
Shahumyan,Armenia,44.5316667,40.7883333
Shatin,Armenia,45.3016667,39.8333333
Shenavan,Armenia,44.3825,40.4861111
Shenavan,Armenia,43.9333333,40.05
Shinuhayr,Armenia,46.3155556,39.4341667
Shirakamut,Armenia,44.1527778,40.8605556
Shirak,Armenia,43.9213889,40.8480556
Shnogh,Armenia,44.8377778,41.1477778
Sisavan,Armenia,44.6666667,39.9
Sisian,Armenia,45.9730556,39.4627778
Sis,Armenia,44.3863889,40.0586111
Solak,Armenia,44.7086111,40.4636111
Sovetakan,Armenia,44.0552778,40.1133333
Spandaryan,Armenia,44.0188889,40.665
Spitak,Armenia,44.2783333,40.7955556
Surenavan,Armenia,44.8,39.75
Talin,Armenia,43.8588889,40.3369444
Tandzut,Armenia,44.0886111,40.0772222
Taronik,Armenia,44.1991667,40.1330556
Tashir,Armenia,44.2819444,41.1244444
Tazagyukh,Armenia,45.1913889,40.1416667
Tegh,Armenia,46.4758333,39.5547222
Tsaghkaber,Armenia,44.1072222,40.7986111
Tsaghkadzor,Armenia,44.7113889,40.5386111
Tsaghkahovit,Armenia,44.2230556,40.6361111
Tsiatsan,Armenia,44.2666667,40.1869444
Tsovagyugh,Armenia,44.9522222,40.6330556
Tsovak,Armenia,45.635,40.1819444
Tsovazard,Armenia,45.0375,40.4769444
Tsovinar,Armenia,45.4538889,40.1608333
Tumanyan,Armenia,44.6516667,40.9633333
Urut,Armenia,44.3969444,41.0711111
Ushi,Armenia,44.3686111,40.3536111
Vagharshapat,Armenia,44.2925,40.1727778
Vaghashen,Armenia,45.3291667,40.1377778
Vahagni,Armenia,44.6069444,40.9080556
Vahan,Armenia,45.3955556,40.57
Vanadzor,Armenia,44.4883333,40.8127778
Vardablur,Armenia,44.4666667,40.95
Vardadzor,Armenia,45.1875,40.1916667
Vardenik,Armenia,45.4363889,40.135
Vardenis,Armenia,45.7283333,40.1805556
Varser,Armenia,44.9111111,40.5561111
Vedi,Armenia,44.7277778,39.9105556
Verin Artashat,Armenia,44.585,40.0005556
Verin Dvin,Armenia,44.5908333,40.0252778
Verin Getashen,Armenia,45.2486111,40.1327778
Verishen,Armenia,46.3119444,39.5358333
Vernashen,Armenia,45.3633333,39.7938889
Voskehask,Armenia,43.7758333,40.7383333
Voskehat,Armenia,44.3291667,40.1413889
Voskevan,Armenia,45.0652778,41.1191667
Voskevaz,Armenia,44.295,40.2797222
Vostan,Armenia,44.5591667,39.9588889
Yeghegnavan,Armenia,44.6372222,39.8277778
Yeghegnut,Armenia,44.1625,40.0902778
Yeghegnut,Armenia,44.6325,40.9041667
Yeghvard,Armenia,44.4813889,40.3216667
Yeraskhahun,Armenia,44.2158333,40.0722222
Yerazgavors,Armenia,43.75,40.7
Yerevan,Armenia,44.5136111,40.1811111
Zangakatun,Armenia,45.0511111,39.8094444
Zaritap,Armenia,45.5086111,39.6372222
Zar,Armenia,44.7361111,40.2611111
Zhdanov,Armenia,44.0883333,40.1616667
Zorak,Armenia,44.3919444,40.0925
Zoravan,Armenia,44.5230556,40.3569444
Zovaber,Armenia,44.7863889,40.5736111
Zovuni,Armenia,44.4288889,40.5108333
Barber,Antillas Neerlandesas,-69.0666667,12.2833333
Golden Rock,Antillas Neerlandesas,-62.9833333,17.4833333
Hato,Antillas Neerlandesas,-68.2833333,12.1833333
Kralendijk,Antillas Neerlandesas,-68.2666667,12.15
Lagun,Antillas Neerlandesas,-69.1666667,12.3166667
Nieuwpoort,Antillas Neerlandesas,-68.8166667,12.05
Oranjestad,Antillas Neerlandesas,-62.9833333,17.4666667
Rincon,Antillas Neerlandesas,-68.3333333,12.2333333
Sint Michiel,Antillas Neerlandesas,-68.9833333,12.1333333
Soto,Antillas Neerlandesas,-69.1,12.2666667
The Bottom,Antillas Neerlandesas,-63.25,17.6333333
Westpunt,Antillas Neerlandesas,-69.1666667,12.3666667
Willemstad,Antillas Neerlandesas,-68.9166667,12.1
Windward Side,Antillas Neerlandesas,-63.2333333,17.6333333
Benguela,Angola,13.407222,-12.578333
Caala,Angola,15.560556,-12.8525
Cabinda,Angola,12.2,-5.55
Caconda,Angola,15.066667,-13.733333
Caluquembe,Angola,14.683333,-13.783333
Camabatela,Angola,15.37495,-8.18812
Camacupa,Angola,17.483333,-12.016667
Catabola,Angola,17.283333,-12.15
Catumbela,Angola,13.547222,-12.431389
Caxito,Angola,13.664167,-8.58
Cazaje,Angola,20.701483,-11.067147
Chissamba,Angola,17.333333,-12.166667
Huambo,Angola,15.739167,-12.776111
Kibala,Angola,14.979949,-10.73366
Kuito,Angola,16.933333,-12.383333
Leua,Angola,20.45,-11.65
Lobito,Angola,13.599722,-12.319722
Longonjo,Angola,15.253333,-12.906667
Luanda,Angola,13.233174,-8.836804
Luau,Angola,22.22466,-10.707273
Lubango,Angola,13.5,-14.916667
Lucapa,Angola,20.744655,-8.419151
Luena,Angola,19.916667,-11.783333
Lumeje,Angola,20.783333,-11.55
Malanje,Angola,16.345278,-9.544722
Menongue,Angola,17.688224,-14.661639
Namibe,Angola,12.152222,-15.196111
Ondjiva,Angola,15.733333,-17.066667
Saurimo,Angola,20.391553,-9.66078
Soyo,Angola,12.368935,-6.134903
Sumbe,Angola,13.843713,-11.206048
Uige,Angola,15.056621,-7.613282
Alta Gracia,Argentina,-64.428259,-31.652925
Azul,Argentina,-59.858539,-36.776976
Bahia Blanca,Argentina,-62.272432,-38.719595
Bell Ville,Argentina,-62.68873,-32.625906
Campana,Argentina,-58.95914,-34.168742
Catamarca,Argentina,-65.785239,-28.469574
Chacabuco,Argentina,-60.473889,-34.641667
Chivilcoy,Argentina,-60.016667,-34.895661
Comodoro Rivadavia,Argentina,-67.496558,-45.864135
Concepcion Del Uruguay,Argentina,-58.237217,-32.482493
Concordia,Argentina,-58.02089,-31.392959
Cordoba,Argentina,-64.181052,-31.413496
Corrientes,Argentina,-58.834099,-27.480596
Dolores,Argentina,-57.679185,-36.313215
Eldorado,Argentina,-54.624784,-26.404841
Formosa,Argentina,-58.178139,-26.177534
General Pico,Argentina,-63.756815,-35.656622
General Roca,Argentina,-67.573711,-39.02797
Goya,Argentina,-59.262564,-29.14003
Gualeguaychu,Argentina,-58.51722,-33.009375
Gualeguay,Argentina,-59.309657,-33.141559
Jujuy,Argentina,-65.297116,-24.194565
Junin,Argentina,-60.943318,-34.583816
La Plata,Argentina,-57.954533,-34.921454
La Rioja,Argentina,-66.850668,-29.411048
Libertador General San Martin,Argentina,-64.787574,-23.806443
Lincoln,Argentina,-61.530197,-34.866494
Lujan,Argentina,-59.105,-34.570278
Lujan,Argentina,-68.877823,-33.035471
Mar Del Plata,Argentina,-57.557539,-38.002278
Mendoza,Argentina,-68.827171,-32.890845
Mercedes,Argentina,-59.430676,-34.651455
Mercedes,Argentina,-58.078951,-29.181858
Mercedes,Argentina,-65.461405,-33.674359
Necochea,Argentina,-58.736753,-38.547259
Neuquen,Argentina,-68.059102,-38.951606
Nueve De Julio,Argentina,-60.883131,-35.444374
Obera,Argentina,-55.11994,-27.487059
Olavarria,Argentina,-60.32254,-36.892715
Parana,Argentina,-60.523802,-31.731967
Pergamino,Argentina,-60.573568,-33.889949
Posadas,Argentina,-55.896078,-27.367077
Presidencia Roque Saenz Pena,Argentina,-60.438761,-26.785221
Puerto Madryn,Argentina,-65.038513,-42.769201
Punta Alta,Argentina,-62.073589,-38.875875
Rafaela,Argentina,-61.486696,-31.250332
Rawson,Argentina,-65.10228,-43.300158
Reconquista,Argentina,-59.65,-29.15
Resistencia,Argentina,-58.983886,-27.46056
Rio Cuarto,Argentina,-64.349918,-33.130671
Rio Gallegos,Argentina,-69.218127,-51.622613
Rio Tercero,Argentina,-64.114055,-32.173008
Rivadavia,Argentina,-68.46081,-33.190509
Rosario,Argentina,-60.639317,-32.946818
Salta,Argentina,-65.411664,-24.785896
San Carlos De Bariloche,Argentina,-71.301369,-41.140293
San Francisco,Argentina,-62.082656,-31.427971
San Juan,Argentina,-68.536389,-31.5375
San Lorenzo,Argentina,-58.767331,-28.133061
San Luis,Argentina,-66.335627,-33.295012
San Martin,Argentina,-68.468138,-33.081031
San Nicolas,Argentina,-60.225233,-33.335784
San Pedro,Argentina,-59.666635,-33.679127
San Pedro,Argentina,-64.866141,-24.231266
San Rafael,Argentina,-68.330066,-34.617717
San Ramon De La Nueva Oran,Argentina,-64.324645,-23.13398
Santa Fe,Argentina,-60.701036,-31.629484
Santa Rosa,Argentina,-64.283333,-36.616667
Santiago Del Estero,Argentina,-64.261489,-27.795112
San Vicente,Argentina,-58.376169,-34.982645
Tandil,Argentina,-59.133164,-37.321674
Tartagal,Argentina,-63.801314,-22.516365
Trelew,Argentina,-65.313295,-43.250075
Tres Arroyos,Argentina,-60.279781,-38.373939
Tucuman,Argentina,-65.2226,-26.824144
Ushuaia,Argentina,-68.3,-54.8
Veinticinco De Mayo,Argentina,-60.172707,-35.432303
Venado Tuerto,Argentina,-61.968845,-33.745564
Victoria,Argentina,-60.153907,-32.619888
Viedma,Argentina,-62.996676,-40.813452
Villa Carlos Paz,Argentina,-64.497778,-31.424138
Villa Constitucion,Argentina,-60.329699,-33.227778
Villa Maria,Argentina,-63.240161,-32.407514
Zarate,Argentina,-59.028585,-34.098142
Absam,Austria,11.5,47.3
Abtenau,Austria,13.35,47.55
Altach,Austria,9.65,47.35
Althofen,Austria,14.233333,47.15
Altmunster,Austria,13.75,47.9
Amstetten,Austria,14.866667,48.116667
Anif,Austria,13.066667,47.75
Ansfelden,Austria,14.283333,48.2
Arnoldstein,Austria,13.71,46.546111
Asten,Austria,14.4,48.216667
Axams,Austria,11.3,47.233333
Bad Aussee,Austria,13.783333,47.6
Baden,Austria,16.233333,48.016667
Bad Goisern,Austria,13.616667,47.633333
Bad Hall,Austria,14.2,48.033333
Bad Hofgastein,Austria,13.1,47.166667
Bad Ischl,Austria,13.616667,47.716667
Bad Sankt Leonhard,Austria,14.791667,46.962778
Bad Voslau,Austria,16.2,47.966667
Barnbach,Austria,16.05,46.983333
Bergheim,Austria,13.033333,47.833333
Berndorf,Austria,16.1,47.95
Bischofshofen,Austria,13.216667,47.416667
Bludenz,Austria,9.816667,47.149722
Braunau,Austria,13.033333,48.266667
Bregenz,Austria,9.766667,47.5
Bruck An Der Leitha,Austria,16.766667,48.016667
Bruck An Der Mur,Austria,15.283333,47.416667
Deutschlandsberg,Austria,15.222222,46.815278
Deutsch-Wagram,Austria,16.566667,48.299722
Dornbirn,Austria,9.733056,47.416667
Ebbs,Austria,12.216667,47.633333
Ebensee,Austria,13.766667,47.8
Ebenthal,Austria,14.364167,46.608056
Eberndorf,Austria,14.643611,46.591389
Ebreichsdorf,Austria,16.4,47.95
Eisenerz,Austria,14.883333,47.533333
Eisenstadt,Austria,16.516667,47.85
Engerwitzdorf,Austria,14.45,48.35
Enns,Austria,14.466667,48.2
Feldbach,Austria,15.888333,46.953056
Feldkirchen An Der Donau,Austria,14.05,48.35
Feldkirchen,Austria,14.1,46.716667
Feldkirch,Austria,9.6,47.233056
Ferlach,Austria,14.301944,46.526944
Finkenstein,Austria,13.865278,46.565556
Fohnsdorf,Austria,14.683333,47.2
Frankenburg,Austria,13.483333,48.066667
Freistadt,Austria,14.5,48.5
Friesach,Austria,14.405833,46.955278
Frohnleiten,Austria,15.316667,47.266667
Fugen,Austria,11.85,47.35
Furstenfeld,Austria,16.083333,47.05
Gallneukirchen,Austria,14.416667,48.35
Ganserndorf,Austria,16.733333,48.35
Garsten,Austria,14.4,48.016667
Gleisdorf,Austria,15.716667,47.1
Gloggnitz,Austria,15.933333,47.666667
Gmunden,Austria,13.8,47.916667
Gmund,Austria,14.983333,48.766667
